Hospital_Name,Hospital_Address,Opening_Hour,Hospital_Phone,Latitude,Longitude,Hospital_Si,Hospital_Gu
우성동물병원,경기 성남시 분당구 돌마로 481,등록된 정보가 없습니다,031-707-1776,37.37775376,127.1328715,경기,성남시
현대동물병원,경기 성남시 분당구 성남대로 30,등록된 정보가 없습니다,031-718-7282,37.33838628,127.1094473,경기,성남시
우주동물병원,"경기 성남시 중원구 양현로405번길 5 신야탑푸르지오시티1 1층 101,102호",공휴일,031-778-6420,37.41727049,127.1268737,경기,성남시
서공동물병원,경기 성남시 분당구 내정로 170 동신파크 2층 204호,공휴일,031-711-2244,37.37348223,127.1196586,경기,성남시
중앙동물병원,경기 성남시 수정구 수정로 139-1,등록된 정보가 없습니다,031-755-9429,37.44228762,127.135665,경기,성남시
아이펫동물병원,경기 성남시 분당구 장미로 78 1층,등록된 정보가 없습니다,031-781-7501,37.41350492,127.1295637,경기,성남시
한국 동물의료원,경기 성남시 중원구 희망로 360,등록된 정보가 없습니다,031-744-8990,37.43781842,127.1583991,경기,성남시
지음동물의료센터,경기 성남시 중원구 광명로 321 1층, 매일 09:00 ~ 21:00,031-735-0922,37.44537824,127.161496,경기,성남시
그레이트동물병원,경기 성남시 분당구 정자로 80 정자프라자 1층 1호,등록된 정보가 없습니다,031-716-7975,37.36318451,127.113803,경기,성남시
세이브동물병원,경기 성남시 중원구 산성대로 336-3,등록된 정보가 없습니다,031-735-5995,37.44304996,127.1539131,경기,성남시
분당다원동물병원,경기 성남시 분당구 정자일로 100 미켈란쉐르빌 상가동 1층 116호,등록된 정보가 없습니다,031-711-6775,37.3587352,127.1074881,경기,성남시
세인트존스동물병원,경기 성남시 분당구 정자일로 197 101호,등록된 정보가 없습니다,031-713-8391,37.36802998,127.1055207,경기,성남시
판교종합동물병원,경기 성남시 분당구 동판교로 122 백현마을 2단지 나상가 104호, 월~금 10:00 ~ 19:00 · 휴게시간 월~금 12:30 ~ 13:30,031-8016-7507,37.39263584,127.1196482,경기,성남시
아이유동물메디컬센터,"경기 성남시 수정구 위례광장로 5 3층 301,302호"," 월,화,수,금,토 10:00 ~ 21:00 · 휴게시간 월,화,수,금,토 18:00 ~ 19:00 · 휴게시간 월,화,수,금,토 12:00 ~ 13:00",031-604-0975,37.46502797,127.1416073,경기,성남시
모란동물병원,경기 성남시 중원구 성남대로 1126,등록된 정보가 없습니다,031-752-7779,37.43027793,127.1298651,경기,성남시
시드니 동물병원,경기 성남시 수정구 태평로 10,등록된 정보가 없습니다,등록된 정보가 없습니다,37.44786622,127.1280165,경기,성남시
수동물병원,경기 성남시 분당구 운중로 135 더원스퀘어빌딩 1층 101호,등록된 정보가 없습니다,031-8017-0130,37.3919382,127.0781504,경기,성남시
건국동물병원,경기 성남시 수정구 수정로 131 1층, 월~금 09:00 ~ 19:30,031-721-4111,37.44205172,127.1346567,경기,성남시
나라동물병원,경기 성남시 분당구 미금로 48, 월~금 10:00 ~ 19:30,031-712-0707,37.33775504,127.1165062,경기,성남시
성남동물병원,경기 성남시 중원구 둔촌대로 243,등록된 정보가 없습니다,031-752-7582,37.42865441,127.1450272,경기,성남시
초이동물병원,경기 성남시 수정구 시민로 159,등록된 정보가 없습니다,031-758-7776,37.44230836,127.1430646,경기,성남시
P&P동물병원,경기 성남시 분당구 서판교로 36 1층," 월,화,수,금,토 10:00 ~ 19:00",031-8017-5558,37.3899645,127.0978832,경기,성남시
반려동물암센터,경기 성남시 분당구 황새울로342번길 15 은성빌딩 3층 301호,등록된 정보가 없습니다,031-709-5500,37.38642301,127.1239411,경기,성남시
쿨펫동물병원,경기 성남시 분당구 탄천상로151번길 20 애플플라자 1층,등록된 정보가 없습니다,031-711-7509,37.34032527,127.1068191,경기,성남시
모아동물병원,경기 성남시 수정구 수정로 291 산성역포레스티아아파트 서문상가동 1층 101호," 월,화,수,금,토,일 10:00 ~ 19:00 · 휴게시간 월,화,수,금,토,일 13:00 ~ 14:00",031-733-2010,37.45109009,127.1471734,경기,성남시
정원양한방동물병원,경기 성남시 분당구 운중로 233 한솔프라자,등록된 정보가 없습니다,등록된 정보가 없습니다,37.39003309,127.0889618,경기,성남시
상대원동물병원,경기 성남시 중원구 희망로 350 1층,등록된 정보가 없습니다,031-733-1777,37.43693874,127.158345,경기,성남시
수아동물병원,경기 성남시 분당구 판교로 446 그린프라자 108호,등록된 정보가 없습니다,031-708-3100,37.40512387,127.1233576,경기,성남시
레온동물병원,경기 성남시 중원구 광명로 89,등록된 정보가 없습니다,등록된 정보가 없습니다,37.43533517,127.1381125,경기,성남시
분당정자동물병원,경기 성남시 분당구 정자일로 120 아데나루체상가 119호,등록된 정보가 없습니다,031-712-7275,37.36145669,127.1065657,경기,성남시
도촌동물병원,경기 성남시 중원구 도촌남로 37,등록된 정보가 없습니다,등록된 정보가 없습니다,37.41462133,127.1516458,경기,성남시
그레이동물병원 위례점,경기 성남시 수정구 위례광장로 320 아이에스센트럴타워 2층 214호,공휴일,031-753-0303,37.4722439,127.1429496,경기,성남시
행복이있는동물병원,경기 성남시 분당구 돌마로 79, 월~토 09:00 ~ 22:00,031-714-8275,37.35039556,127.1108015,경기,성남시
서울동물병원,경기 성남시 중원구 희망로 442,등록된 정보가 없습니다,031-741-8119,37.44440186,127.1577962,경기,성남시
분당필동물병원,경기 성남시 분당구 금곡로15번길 1 1층, 월~금 10:00 ~ 20:00,031-718-7575,37.34382692,127.1107602,경기,성남시
루니,경기 성남시 분당구 미금로 251 청솔성원상가 112호,월~금 09:30 ~ 06:30 · 휴게시간 월~토 13:00 ~ 14:00,031-719-9545,37.35153822,127.109573,경기,성남시
하온동물의료센터,경기 성남시 분당구 느티로 27 203호, 매일 10:00 ~ 18:00,031-697-8978,37.36882243,127.1075208,경기,성남시
서현라이크동물병원,경기 성남시 중원구 성남대로 1110 2층, 매일 10:00 ~ 20:00,031-755-5095,37.42882563,127.1298952,경기,성남시
성남다온동물병원,경기 성남시 중원구 광명로 89 센트럴푸르지오시티 1층 135호,등록된 정보가 없습니다,031-759-0242,37.43533517,127.1381125,경기,성남시
어니스트동물병원,경기 성남시 분당구 운중로113번길 12-5,등록된 정보가 없습니다,031-698-4789,37.3927962,127.076281,경기,성남시
서현 동물병원,경기 성남시 분당구 중앙공원로31번길 42,등록된 정보가 없습니다,031-707-3334,37.38313345,127.1254922,경기,성남시
상록동물병원,경기 성남시 분당구 정자로 78,등록된 정보가 없습니다,031-716-8275,37.36317334,127.1135198,경기,성남시
Dr. 오즈동물병원,경기 성남시 분당구 분당로263번길 39 레이디파크 109호,공휴일,031-701-8225,37.3720222,127.1401739,경기,성남시
분당동물병원,경기 성남시 분당구 양현로 126,등록된 정보가 없습니다,031-705-4144,37.39501014,127.125625,경기,성남시
동판교동물병원,경기 성남시 분당구 판교역로14번길 20 201호, 매일 10:00 ~ 17:00,031-781-7582,37.38547568,127.1114415,경기,성남시
해마루 동물영상수술센터,경기 성남시 분당구 황새울로319번길 8-4,등록된 정보가 없습니다,등록된 정보가 없습니다,37.38558177,127.1209446,경기,성남시
행복이있는 동물병원 정자점,경기 성남시 분당구 불곡로 4 리더스플라자 104호, 매일 10:00 ~ 20:00,031-718-8276,37.35940616,127.1229678,경기,성남시
남현우동물병원,경기 성남시 분당구 내정로173번길 11,등록된 정보가 없습니다,031-717-7577,37.3749112,127.1184663,경기,성남시
프라임동물병원,경기 성남시 분당구 운중로 124 마크시티블루 204호,등록된 정보가 없습니다,031-8017-9975,37.39134487,127.0769196,경기,성남시
파크뷰동물병원,경기 성남시 분당구 정자일로 248, 월~금 09:30 ~ 20:00,031-713-2111,37.37567554,127.1077146,경기,성남시
서울동물병원,경기 성남시 분당구 불정로 381,등록된 정보가 없습니다,031-707-5558,37.3745683,127.1367283,경기,성남시
엔젤동물병원,경기 성남시 분당구 성남대로171번길 17,등록된 정보가 없습니다,031-713-5004,37.35112537,127.1068154,경기,성남시
라온동물병원,"경기 성남시 분당구 운중로 132 큐브타워 110호, 111호",등록된 정보가 없습니다,등록된 정보가 없습니다,37.3912982,127.0777321,경기,성남시
내사랑동물병원,경기 성남시 분당구 중앙공원로40번길 8 현대아케이드 1층,등록된 정보가 없습니다,등록된 정보가 없습니다,37.37970559,127.13017,경기,성남시
튼튼동물병원,경기 성남시 분당구 판교로 443,등록된 정보가 없습니다,031-704-7582,37.40573609,127.1231229,경기,성남시
정자현대동물병원,경기 성남시 분당구 성남대로331번길 3-13,등록된 정보가 없습니다,등록된 정보가 없습니다,37.36439481,127.1076964,경기,성남시
행복한동물병원,경기 성남시 분당구 동판교로 226 A상가 204~206호,등록된 정보가 없습니다,031-8017-5575,37.40258463,127.117684,경기,성남시
분당웰니스동물병원,경기 성남시 분당구 불정로 134, 매일 10:00 ~ 19:00,031-711-1911,37.35879721,127.1197577,경기,성남시
소동물 임상의학연구소,경기 성남시 분당구 황새울로319번길 8-6,등록된 정보가 없습니다,031-781-2980,37.38566932,127.1211424,경기,성남시
비전에프엘씨,경기 성남시 분당구 산운로160번길 20-6,등록된 정보가 없습니다,031-709-0240,37.39264091,127.0788113,경기,성남시
한국동물병원,경기 성남시 중원구 둔촌대로 155,등록된 정보가 없습니다,031-746-8990,37.429564,127.1359225,경기,성남시
정동물병원,경기 성남시 중원구 금상로 72,등록된 정보가 없습니다,031-749-7557,37.4411681,127.1637052,경기,성남시
마더스동물병원,서울 강남구 헌릉로 569 강남리더스프라자 2층,등록된 정보가 없습니다,02-445-7579,37.46575802,127.1012262,서울,강남구
힐스타동물병원,서울 강남구 자곡로 202 강남힐스테이트에코 1층,등록된 정보가 없습니다,02-445-5022,37.47476913,127.1050199,서울,강남구
퍼스트동물의료센터,서울 강남구 자곡로 114 서강플라자 2층 201호,등록된 정보가 없습니다,02-445-7588,37.472057,127.096024,서울,강남구
얼바인동물병원,"서울 강남구 밤고개로 223 강남센터뷰 1층 103,104호", 매일 10:00 ~ 19:00 · 휴게시간 매일 12:30 ~ 13:30,02-459-7515,37.47443586,127.1071114,서울,강남구
위례별동물의료센터,"서울 송파구 위례광장로 230 위례아이파크 상가a동 119,120호", 매일 09:00 ~ 22:00,02-401-7579,37.47861711,127.1437588,서울,송파구
송파데일리동물병원,서울 송파구 법원로 55 송파아이파크 E존 1층, 월~토 09:30 ~ 21:30 · 휴게시간 매일 13:00 ~ 14:00,02-403-7582,37.47986386,127.1217612,서울,송파구
문정힐스동물병원,서울 송파구 법원로4길 10 힐스테이트에코문정 1층 120호, 월~금 10:00 ~ 20:00,02-404-5852,37.48261579,127.1228264,서울,송파구
위례S동물의료센터,서울 송파구 위례광장로 200 2층,등록된 정보가 없습니다,02-431-7575,37.481208,127.1429074,서울,송파구
키다리동물병원,서울 송파구 새말로 62 푸르지오시티, 월~금 10:00 ~ 20:00,02-6401-1512,37.48079176,127.1208423,서울,송파구
하나동물병원,서울 서초구 헌릉로8길 10-12,등록된 정보가 없습니다,02-574-0511,37.45595172,127.0581198,서울,서초구
수서동물병원,서울 강남구 광평로 196 제이스프라자 1층 109호,등록된 정보가 없습니다,02-459-5955,37.48400435,127.0942714,서울,강남구
페트피아 문정훼밀리동물병원,서울 송파구 중대로 24,등록된 정보가 없습니다,02-400-0075,37.48812575,127.1110591,서울,송파구
마루동물병원,서울 송파구 양산로4길 13 우토파크빌딩 101호, 매일 10:00 ~ 17:00,02-443-8898,37.48999231,127.1447303,서울,송파구
문정탑동물병원,서울 송파구 송이로 186 1층,공휴일,02-431-0275,37.49085587,127.1266654,서울,송파구
마루동물병원부설 애견텔로미어연구소,서울 송파구 양산로4길 13,등록된 정보가 없습니다,등록된 정보가 없습니다,37.48999231,127.1447303,서울,송파구
서현사료 성남점,경기 성남시 중원구 성남대로 1110,등록된 정보가 없습니다,031-754-4829,37.42882563,127.1298952,경기,성남시
닥터모아,경기 성남시 분당구 정자일로 15 2층 202호 R172, 월~금 10:00 ~ 19:00 · 휴게시간 월~금 13:00 ~ 14:00,1800-8805,37.35152665,127.1049405,경기,성남시
슈르동물병원,경기 과천시 별양상가2로 35 과천위버필드상가 3동 220호,등록된 정보가 없습니다,02-3418-7500,37.4254033,126.9918577,경기,과천시
봄앤동물병원,경기 과천시 별양로 164 센트럴파크푸르지오써밋 상가동 2층 205호,등록된 정보가 없습니다,02-2038-7718,37.43280525,126.9988624,경기,과천시
구자동동물병원,경기 과천시 별양상가1로 38 백두빌딩 11호,등록된 정보가 없습니다,02-504-7588,37.42815817,126.9935596,경기,과천시
꾸러기동물병원,경기 과천시 별양상가2로 20,등록된 정보가 없습니다,등록된 정보가 없습니다,37.42682749,126.9925561,경기,과천시
렛츠런파크서울 동물병원,경기 과천시 경마공원대로 107,등록된 정보가 없습니다,등록된 정보가 없습니다,37.44121574,127.016294,경기,과천시
서울대공원 동물병원 종보전연구실,경기 과천시 막계로 98,등록된 정보가 없습니다,02-500-7775,37.42771161,127.0132147,경기,과천시
씨엘동물병원,경기 안양시 동안구 동편로 6,등록된 정보가 없습니다,등록된 정보가 없습니다,37.40557276,126.9714717,경기,안양시
굿닥터동물병원,경기 안양시 동안구 동편로183번길 14,등록된 정보가 없습니다,031-345-7582,37.4066175,126.9703962,경기,안양시
서울종합동물병원,경기 안양시 동안구 흥안대로 492 1층, 매일 13:00 ~ 20:00,031-422-7565,37.39778401,126.9774814,경기,안양시
포일동물병원,경기 의왕시 포일세거리로 3, 월~금 10:00 ~ 20:00,031-425-7541,37.39599367,126.9847414,경기,의왕시
디아나동물병원 안양분원,경기 안양시 동안구 관악대로 317-4,등록된 정보가 없습니다,031-381-8275,37.4036721,126.9580063,경기,안양시
테라리움동물병원,경기 안양시 동안구 관평로 314,등록된 정보가 없습니다,031-388-7588,37.40437709,126.9575903,경기,안양시
정수동물병원,경기 안양시 동안구 흥안대로456번길 11,등록된 정보가 없습니다,031-425-7588,37.3947562,126.9764741,경기,안양시
바르고바르개,경기 안양시 동안구 시민대로 312 2층,공휴일,031-422-7579,37.3951223,126.9648872,경기,안양시
청계종합동물병원,경기 의왕시 양지편2로 3 세종프라자 주차빌딩 103호,등록된 정보가 없습니다,031-424-7580,37.39014447,126.9948263,경기,의왕시
쿨펫동물병원 평촌이마트점,경기 안양시 동안구 시민대로 300 지하1층,등록된 정보가 없습니다,031-382-0011,37.39491029,126.9637109,경기,안양시
연합에이엠씨,경기 안양시 동안구 시민대로 312,등록된 정보가 없습니다,031-422-7599,37.3951223,126.9648872,경기,안양시
이풍호동물병원,경기 안양시 동안구 평촌대로 371,등록된 정보가 없습니다,031-388-1155,37.40384256,126.9490471,경기,안양시
늘솜동물병원,경기 의왕시 포일로 59,등록된 정보가 없습니다,031-423-4033,37.39057127,126.9791371,경기,의왕시
다사랑동물병원,경기 안양시 동안구 시민대로 266,등록된 정보가 없습니다,031-385-7588,37.39383193,126.9603007,경기,안양시
우리집동물병원,경기 의왕시 포일로 13 2층,등록된 정보가 없습니다,031-421-0008,37.38861409,126.974624,경기,의왕시
서초힐스동물병원,서울 서초구 우면동 737 서초네이처힐6단지상가 104호,등록된 정보가 없습니다,02-574-7582,37.46144985,127.0264906,서울,서초구
나눔동물병원,서울 관악구 남부순환로 1964,등록된 정보가 없습니다,02-888-0976,37.47549808,126.9668405,서울,관악구
사당동물병원,서울 동작구 남부순환로 2051,등록된 정보가 없습니다,02-586-8275,37.47682329,126.9766526,서울,동작구
비타민동물병원,서울 관악구 인헌6길 8,등록된 정보가 없습니다,02-875-7582,37.47407111,126.9663859,서울,관악구
세인트필립동물병원,서울 동작구 남부순환로267길 5,등록된 정보가 없습니다,02-3486-7707,37.47711496,126.9767103,서울,동작구
제일동물병원,경기 안양시 동안구 시민대로 187 안양건설타워 1층 105호,등록된 정보가 없습니다,031-388-1845,37.39178353,126.9517671,경기,안양시
평촌동물병원,경기 안양시 동안구 평촌대로 142,등록된 정보가 없습니다,031-384-9505,37.38499808,126.9598921,경기,안양시
아이러브펫동물병원,서울 관악구 과천대로 909 홈플러스남현점 2층,등록된 정보가 없습니다,02-597-8985,37.4714704,126.9824665,서울,관악구
프렌즈동물병원,서울 서초구 방배로 76,등록된 정보가 없습니다,02-597-7522,37.48116034,126.9982652,서울,서초구
이리온 양재점,서울 서초구 매헌로 16 이마트 양재점 지하1층,등록된 정보가 없습니다,02-577-6125,37.46246735,127.0369479,서울,서초구
우리 동물병원,경기 안양시 동안구 경수대로 927,등록된 정보가 없습니다,031-465-3375,37.39815135,126.9336045,경기,안양시
현대 동물병원,경기 안양시 동안구 귀인로 190,등록된 정보가 없습니다,031-385-7582,37.38512861,126.9603706,경기,안양시
펫가든동물병원,경기 의왕시 계원대학로 7,등록된 정보가 없습니다,등록된 정보가 없습니다,37.38054323,126.9728711,경기,의왕시
위즈펫동물병원,경기 안양시 동안구 관악대로 104 이마트 2층,등록된 정보가 없습니다,031-381-7512,37.39837532,126.9353455,경기,안양시
우면동물병원,서울 서초구 바우뫼로7길 8,등록된 정보가 없습니다,02-578-7572,37.47085458,127.0253807,서울,서초구
이수동물병원,서울 동작구 사당로23나길 30,등록된 정보가 없습니다,02-592-8875,37.48769428,126.9755418,서울,동작구
서울허브동물병원,서울 관악구 남부순환로 1811 2층,등록된 정보가 없습니다,등록된 정보가 없습니다,37.4817482,126.951459,서울,관악구
나을동물병원,서울 동작구 사당로 196 1층, 매일 09:00 ~ 19:00,02-521-5775,37.48493526,126.9698956,서울,동작구
블루펫동물병원,서울 관악구 봉천로 520,등록된 정보가 없습니다,02-872-9973,37.47945986,126.9557052,서울,관악구
우리동물병원,경기 안양시 동안구 비산로 18,등록된 정보가 없습니다,031-465-3375,37.40010793,126.9333149,경기,안양시
아델동물병원,서울 서초구 반포대로 45,등록된 정보가 없습니다,02-522-0222,37.48453737,127.0108423,서울,서초구
중앙동물병원,경기 안양시 만안구 안양로 258,등록된 정보가 없습니다,031-444-0275,37.39581726,126.9243152,경기,안양시
서초동물병원,서울 서초구 효령로57길 4, 매일 09:00 ~ 21:00,02-582-2357,37.48541891,127.0170652,서울,서초구
이윤권 양한방동물병원,경기 안양시 만안구 안양로 355 1층,등록된 정보가 없습니다,031-469-7581,37.40294129,126.9176017,경기,안양시
프렌즈 동물병원,서울 관악구 관악로 223 도암빌딩 1층,등록된 정보가 없습니다,02-874-7585,37.4848321,126.9551665,서울,관악구
남서울동물병원,서울 서초구 방배로34길 12,등록된 정보가 없습니다,02-582-2186,37.49245852,126.9916364,서울,서초구
엘S동물병원,"서울 동작구 동작대로39길 22 이수힐스테이트 209동 1층 116,117호",등록된 정보가 없습니다,02-595-7582,37.49463598,126.981966,서울,동작구
한동물병원,서울 강남구 논현로10길 14,등록된 정보가 없습니다,02-575-7581,37.47425532,127.0498231,서울,강남구
몽마르뜨동물병원,서울 서초구 방배중앙로 198 2층 202호, 매일 10:00 ~ 18:00,02-595-7588,37.49680864,126.9856879,서울,서초구
바우동물병원,경기 안양시 만안구 박달로 512,등록된 정보가 없습니다,031-443-1280,37.40243255,126.9095598,경기,안양시
주현동물병원,경기 안양시 만안구 병목안로 57,등록된 정보가 없습니다,031-443-9726,37.39632639,126.9158569,경기,안양시
넥스펫동물병원,서울 서초구 효령로 347,등록된 정보가 없습니다,02-3474-7582,37.48685114,127.022007,서울,서초구
수동물병원,서울 서초구 방배중앙로 149,등록된 정보가 없습니다,02-534-9773,37.49250282,126.9864771,서울,서초구
제일종합동물병원,서울 금천구 독산로 58,등록된 정보가 없습니다,02-894-3030,37.45257056,126.9062379,서울,금천구
석수동물병원,경기 안양시 만안구 연현로 109 두산위브상가 2동 104호,등록된 정보가 없습니다,031-473-1275,37.43388265,126.9016198,경기,안양시
김인천동물병원,경기 안양시 동안구 경수대로 472,등록된 정보가 없습니다,031-477-7275,37.36496582,126.9592614,경기,안양시
이을반려동물케어센터,서울 서초구 사평대로20길 3 1층," 화,금 10:00 ~ 21:00",02-593-7575,37.49912839,126.9972126,서울,서초구
ABC동물병원,서울 서초구 사임당로 151 무지개종합상가 1층 103호," 월,화,목,금,토,일 10:00 ~ 20:00 · 휴게시간 월,화,목,금,토,일 13:00 ~ 14:00",02-3471-0075,37.49206768,127.0256928,서울,서초구
조정연동물병원,서울 금천구 금하로 679,등록된 정보가 없습니다,02-806-8355,37.45259527,126.9058063,서울,금천구
한나동물병원,서울 서초구 방배로 269 삼호상가 109호,등록된 정보가 없습니다,02-595-8875,37.49665489,126.9877434,서울,서초구
자연동물병원,서울 강남구 개포로 260,등록된 정보가 없습니다,02-576-8275,37.47925789,127.0509115,서울,강남구
현대동물병원,경기 의왕시 모락로 16,등록된 정보가 없습니다,031-429-0975,37.35947928,126.9670688,경기,의왕시
나은동물병원,서울 강남구 개포로 243 흥진빌딩 101호,등록된 정보가 없습니다,02-577-7582,37.47914116,127.0491307,서울,강남구
서이동물병원,서울 서초구 사임당로 139,등록된 정보가 없습니다,02-3487-0075,37.49172935,127.0248774,서울,서초구
서래동물병원,서울 서초구 서래로 38,월~금 09:30 ~ 08:30,02-6052-8275,37.49835679,126.9985102,서울,서초구
레스펫 동물병원,서울 서초구 논현로 173 제이빌딩 1층,공휴일,02-575-0855,37.48492666,127.0412517,서울,서초구
동주동물병원,"경기 안양시 동안구 경수대로 428 덕유파크 1,2층",등록된 정보가 없습니다,031-455-7588,37.36226346,126.9625268,경기,안양시
라포레동물메디컬센터,경기 의왕시 부곡중앙로 3-3, 매일 10:00 ~ 18:00 · 휴게시간 매일 13:00 ~ 14:00,031-360-7588,37.32118285,126.9493955,경기,의왕시
의왕동물병원,경기 의왕시 경수대로 372,등록된 정보가 없습니다,031-454-7582,37.35832464,126.9665221,경기,의왕시
서울동물병원,경기 의왕시 경수대로 369,등록된 정보가 없습니다,031-453-0119,37.35772767,126.9660458,경기,의왕시
프라하동물병원,경기 군포시 용호1로 4,등록된 정보가 없습니다,031-391-7075,37.34329873,126.9386602,경기,군포시
명동물종합병원,경기 군포시 번영로 602,등록된 정보가 없습니다,031-452-7582,37.36278226,126.9423351,경기,군포시
강남동물병원,경기 군포시 산본로343번길 23,등록된 정보가 없습니다,등록된 정보가 없습니다,37.35987307,126.9303647,경기,군포시
제일동물병원,경기 군포시 산본로 394, 월~금 09:30 ~ 20:00,031-392-8850,37.36513072,126.9297261,경기,군포시
쿨펫동물병원,경기 군포시 산본로 347 이마트 5층,등록된 정보가 없습니다,031-398-0075,37.36108818,126.9314181,경기,군포시
반월동물병원,경기 안산시 상록구 건건로 117, 월~금 09:00 ~ 18:30,031-407-0075,37.31132445,126.9046663,경기,안산시
우성동물병원,경기 안산시 상록구 장상3길 7-1,등록된 정보가 없습니다,031-482-7536,37.3605362,126.8760547,경기,안산시
서울동물병원,경기 안산시 상록구 장하로 331,등록된 정보가 없습니다,031-482-1474,37.36214055,126.8749265,경기,안산시
목감동물병원,경기 시흥시 동서로 1064,등록된 정보가 없습니다,031-482-7585,37.38389161,126.8599348,경기,시흥시
프란다스의개 동물병원,경기 안산시 상록구 석호로 314,등록된 정보가 없습니다,등록된 정보가 없습니다,37.2932802,126.8654124,경기,안산시
동천동물병원,경기 용인시 수지구 손곡로 107,등록된 정보가 없습니다,031-265-1175,37.33588709,127.090696,경기,용인시
고대영동물병원,경기 안산시 상록구 예술광장1로 94,등록된 정보가 없습니다,031-413-8275,37.32646308,126.84705,경기,안산시
강남동물병원,경기 용인시 수지구 동천로99번길 3 제일프라자 1층,등록된 정보가 없습니다,등록된 정보가 없습니다,37.33794222,127.0928382,경기,용인시
아이튼튼동물병원,경기 광명시 신기로 7,등록된 정보가 없습니다,02-899-7580,37.42061123,126.8824918,경기,광명시
메디힐동물병원,경기 광명시 신기로 21 GS스틸타워 2층, 월~금 10:00 ~ 20:00 · 휴게시간 매일 13:00 ~ 14:00,02-6275-0075,37.42017077,126.8837295,경기,광명시
김 동물병원,경기 안산시 상록구 화랑로 501,등록된 정보가 없습니다,031-480-4474,37.32090441,126.8439903,경기,안산시
에이스동물병원,경기 용인시 수지구 동천로 60 1층, 매일 10:00 ~ 19:00,031-266-2900,37.34036416,127.0965868,경기,용인시
온빛동물병원,경기 광명시 오리로 352 1층,등록된 정보가 없습니다,02-898-8971,37.43398568,126.8796498,경기,광명시
초이스종합동물병원,경기 용인시 수지구 용구대로 2794,등록된 정보가 없습니다,031-264-7553,37.33513663,127.1093476,경기,용인시
웰니스동물병원 고잔점,경기 안산시 단원구 광덕대로 175,등록된 정보가 없습니다,031-401-7200,37.3119176,126.8289385,경기,안산시
대학동물병원,경기 용인시 수지구 문인로39번길 3-1, 월~금 09:40 ~ 19:00 · 휴게시간 월~토 13:00 ~ 14:00,031-261-8277,37.33291659,127.0984603,경기,용인시
허브동물병원,경기 안산시 단원구 선부로 244,등록된 정보가 없습니다,031-414-8885,37.34122955,126.8221802,경기,안산시
쥬시동물병원,경기 안산시 단원구 광덕대로 145 강희오피스텔 102호,등록된 정보가 없습니다,031-410-9759,37.30950308,126.8289828,경기,안산시
앨리스동물병원,경기 광명시 소하로 88 201호,공휴일,02-899-7512,37.44694246,126.8833476,경기,광명시
그린펫동물병원,경기 안산시 단원구 광덕4로 180 1층,등록된 정보가 없습니다,031-408-4488,37.31463824,126.8326299,경기,안산시
능곡동물병원,경기 시흥시 승지로60번길 25 송죽센타프라자111호, 월~금 09:00 ~ 20:00,031-317-7234,37.36798689,126.8122574,경기,시흥시
안산센트럴동물병원,경기 안산시 단원구 중앙대로 899 롯데프라자 2층, 매일 09:00 ~ 22:00,031-439-7582,37.31729273,126.8363986,경기,안산시
파우동물병원,경기 용인시 수지구 현암로125번길 6 그린프라자 105호,등록된 정보가 없습니다,031-898-0330,37.3322522,127.1234964,경기,용인시
도그앤캣 24시동물병원,경기 안산시 단원구 고잔2길 16,등록된 정보가 없습니다,031-402-4900,37.31763327,126.8328825,경기,안산시
서울앤탑동물병원,경기 용인시 수지구 현암로 135 베스트프라자 2층, 매일 09:00 ~ 21:00 · 휴게시간 매일 12:00 ~ 13:00,031-897-7577,37.33194839,127.1244232,경기,용인시
해뜰동물병원,경기 용인시 기흥구 죽전로 50 1층,등록된 정보가 없습니다,등록된 정보가 없습니다,37.32029271,127.1142631,경기,용인시
튼튼동물병원,경기 용인시 기흥구 죽현로 29, 매일 10:00 ~ 17:00,031-265-7505,37.31949172,127.1138509,경기,용인시
그린동물병원,경기 화성시 수노을중앙로 160 2층 201~203호, 매일 09:30 ~ 19:30 · 휴게시간 매일 13:00 ~ 14:00,031-366-7970,37.28291611,126.8190408,경기,화성시
숲속동물병원,"경기 화성시 수노을중앙로 126 송산나이스프라자 2층 202, 203호", 매일 10:00 ~ 18:00 · 휴게시간 매일 12:00 ~ 13:00,031-355-7525,37.2852607,126.8175143,경기,화성시
웰니스동물병원,경기 광명시 소하로 97, 매일 10:00 ~ 22:00,02-899-8779,37.44659405,126.884553,경기,광명시
함께하는동물병원,"경기 용인시 기흥구 마북로 164 테라스가든 A빌딩 101, 102호", 매일 10:00 ~ 16:00 · 휴게시간 매일 13:00 ~ 14:00,031-275-6549,37.30396302,127.1243334,경기,용인시
그린동물병원,서울 금천구 독산로 272,등록된 정보가 없습니다,02-856-4113,37.47097976,126.9032149,서울,금천구
하안동물병원,경기 광명시 하안로 309 세인빌딩 1층 105호,등록된 정보가 없습니다,02-897-7580,37.46296653,126.8791441,경기,광명시
영동동물병원,경기 용인시 수지구 현암로 136,등록된 정보가 없습니다,031-896-3881,37.33151311,127.1244139,경기,용인시
DS동물병원,서울 관악구 조원중앙로 3 1층, 화~금 10:00 ~ 20:00,02-837-0837,37.4803314,126.9040653,서울,관악구
우리펫동물병원,경기 안산시 단원구 신길로 8 한중빌딩 104-1호, 월~토 10:00 ~ 19:00,031-493-3535,37.33088859,126.7868314,경기,안산시
